;0
269;CCC1=CC2Cc3nc4cc(Cl)ccc4c(N)c3[C@@H](C1)C2
270;CCCCCCNC(=O)Oc1ccc2c(c1)C1CCN(CC)C2C1
271;CC(C)(C)CC(C)(C)c1ccc(OCCOCC[N+](C)(C)Cc2ccccc2)cc1
272;CC1=CC2Cc3nc4cc(Cl)ccc4c(NCCCCCCCCCCNc4c5c(nc6cc(Cl)ccc46)CCCC5)c3C(C1)C2
273;COc1cccc2c1C=[N+](c1ccc(I)cc1F)CC2
274;O=C(CCc1ccccc1)N1c2ccccc2[Se]c2ccc(Cl)cc21
275;COc1ccc(C(=O)N2c3ccccc3[Se]c3ccccc32)cc1
276;c1ccc2c(c1)Nc1ccccc1[Se]2
277;O=C(c1ccccc1)N1c2ccccc2Sc2ccc(Cl)cc21
278;N#CC1C(=N)N2CCCN=C2C([N+](=O)[O-])C12c1ccccc1-c1nc3ccccc3nc12
279;COc1cc(/C=C/c2ccc3ccccc3[n+]2C)ccc1N1CCOCC1
280;CN1CC[C@@]2(C)c3cc(OC(=O)Nc4ccccc4)ccc3N(C)C12
281;c1ccc2c(c1)ccc[n+]2COC[n+]1cccc2ccccc21
282;CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCNC1N2C
283;c1ccc(CN2CCC(CCOc3ccc(-c4ccccc4)nn3)CC2)cc1
284;COc1ccc2c(=O)cc(C(=O)NCCN3CCCCC3)oc2c1
285;Cc1cc(NCCC2CCN(Cc3ccccc3)CC2)nnc1-c1ccccc1
286;COc1ccc(-c2cc3cc(OCCCN(C)Cc4cccc(OC(=O)NCCCCCc5ccccc5)c4)ccc3oc2=O)cc1
287;CN(CCCOc1ccc2cc(-c3ccc(Cl)cc3)c(=O)oc2c1)Cc1cccc(OC(=O)NCCCCCc2ccccc2)c1
288;CCCCCCCNC(=O)Oc1cccc(CN(C)CCCOc2ccc3ccc(=O)oc3c2)c1
289;CCCCCCCNC(=O)Oc1cccc(Cn2cc(COc3ccc4ccc(=O)oc4c3)nn2)c1
290;CCCCCCc1ccc(NC(=O)Oc2cccc(CN(C)CCCOc3ccc4ccc(=O)oc4c3)c2)cc1
291;COc1cc(C(=O)NNc2c3c(nc4ccccc24)CCCC3)cc(OC)c1OC
292;C#CCNCCc1cccc(OC(=O)N(C)CCC)c1
293;CSP(C)(=O)OC1CCCCC1
294;CC(C)c1ccc(NC(=O)Oc2ccc3c(c2)[C@]2(C)CCN(C)[C@@H]2N3C)cc1
295;O=c1ccc2cc3ccoc3cc2o1
296;CN(C)C(=O)Oc1cccc([N+](C)(C)C)c1
297;C#CCN(C)C1CCc2cccc(OC(=O)N(C)CC)c21
298;CCOC(=O)c1c(C)nc2nc3c(c(N)c2c1-c1ccc(OC)cc1)CCCC3
299;CCCNC(=O)Oc1ccc2c(c1)C(N)CC2
300;CCN(C)C(=O)Oc1ccc(-c2cc(=O)c3c(O)cc(OC(=O)N(C)CC)cc3o2)cc1
301;Cc1ccc(C(=O)Nc2cc3ccccc3oc2=O)cc1
302;C#CCCCC[n+]1ccc(C=NO)cc1
303;O=C(CNCc1ccccc1[N+](=O)[O-])Nc1ccc2nc3n(c(=O)c2c1)CCC3
304;CCNCC(=O)Nc1ccc2nc3n(c(=O)c2c1)CCC3
305;COc1ccccc1C(=O)N1Cc2cc(NC(=O)c3cccc(Cl)c3)ccc2CC1=O
306;Cc1cccc(C(=O)Nc2ccc3c(c2)CN(C(=O)c2cccc(C)c2)C(=O)C3)c1
307;COc1ccccc1C(=O)Nc1ccc2c(c1)CN(C(=O)c1cccc(C)c1)C(=O)C2
308;O=C(Cc1ccccc1Nc1c(Cl)cccc1Cl)NCCCNCCCNC1=CC(=O)C(NCCCNCCCNC(=O)Cc2ccccc2Nc2c(Cl)cccc2Cl)=CC1=O
309;CO[C@@H]1CC2=CC[C@@H]3[C@H](CC[C@]4(C)C([C@H](C)N(C)C)=CC[C@@H]34)[C@@]2(C)C[C@@H]1O
310;CC(=O)O[C@H]1[C@@H](NC(=O)c2ccccc2)[C@@H](O)C[C@]2(C)[C@H]3CC[C@]4(C)[C@@H]([C@H](C)N(C)C)CC[C@H]4[C@@H]3CC[C@@H]12
311;CC(C)(C)c1cc[n+](Cc2cccc(C[n+]3ccc(C(C)(C)C)cc3)c2)cc1
312;O=c1c(-c2ccc(OCCCCN3CCc4ccccc4C3)cc2)coc2cc(OCCCCN3CCc4ccccc4C3)cc(O)c12
313;CC1c2ccccc2CCN1CCCCOc1ccc(-c2coc3cc(OCCCCN4CCc5ccccc5C4C)cc(O)c3c2=O)cc1
314;COc1ccc2[nH]cc(CCNC(=O)C3CCN(Cc4ccccc4C)CC3)c2c1
315;COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3C)CC1)C2
316;COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3cccc(C)c3)CC1)C2
317;COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccc4cccc(O)c4n3)CC1)C2
318;CCCCCCCCOC[n+]1ccn(C)c1C=NO
319;N#CC1C(=N)N2CCCN=C2C([N+](=O)[O-])C12C(=O)c1ccc(Br)c3c(Br)ccc2c13
320;N#Cc1ccc2c(CCC3CCN(Cc4ccccc4)CC3)noc2c1
321;COc1ccc2c3c1O[C@H]1C[C@@H](O)C=C[C@@]31CCN(CCCCc1cn(CC(=O)NCCc3c[nH]c4ccccc34)nn1)C2
322;Cc1ccc(C)cc1
323;COc1cccc(NC(=O)CCNC(=O)C=Cc2ccc(O)c(OC)c2)c1
324;O=C1C(=NCCNc2c3c(nc4cc(Cl)ccc24)CCCC3)CC(=O)c2c(O)cccc21
325;COc1ccc2c(c1)C(=O)C(=CC1CCN(Cc3ccc4c(c3)OCO4)CC1)C2
326;COc1ccc2[nH]cc(CCNC(=O)CC3CCN(Cc4ccccc4C)CC3)c2c1
327;Cc1ccc(CN2CCC(CC(=O)NCCc3c[nH]c4ccccc34)CC2)cc1
328;Nc1c2c(nc3cc(Cl)ccc13)CCCC2
329;O=C(CCCCCNc1c2c(nc3ccccc13)CCCC2)NCCc1c[nH]c2ccccc12
330;COC(=O)C1=C(C)OP(=O)(OC)CCC1
331;CCCCCCCNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C
332;O=C(CN1CCN(Cc2ccccc2)CC1)NC1c2c[nH]nc2-c2sccc21
333;Oc1c(CNCCCCCCCCCNc2c3c(nc4ccccc24)CCCC3)ccc2cccnc12
334;COc1ccc([C@@H]2NC(C(=O)O)Cc3c2n(C)c2ccccc32)cc1OC
335;c1ccc2c(c1)[nH]c1c[n+](CCCCCCCCCCCC[n+]3ccc4c(c3)[nH]c3ccccc34)ccc12
336;C[n+]1ccc2c3ccccc3n(CCCCCCCCCn3c4ccccc4c4cc[n+](C)cc43)c2c1
337;CN1c2ccc(OCc3ccccc3)cc2C(=O)N2CCc3c([nH]c4ccccc34)C21
338;ON=CC1=NCCN1Cc1ccc(Cl)cc1Cl
339;COc1ccc2c3c1O[C@H]1C[C@@H](O)C=C[C@@]31CCN(C)C2
340;CCOC(=O)c1c(C)nc2nc3c(c(N)c2c1-c1ccc(F)cc1)CCCCC3
341;CCCCNC(=O)Oc1cccc(CN(C)CCCOc2ccc3ccc(=O)oc3c2)c1
342;CCCC[N+]1(C)CCN(c2ccc(/C=C3\Cc4cc(OC)c(OC)cc4C3=O)cc2)CC1
343;COc1cc2c(cc1OC)C(=O)/C(=C/c1ccc(N3CC[N+](C)(CCO)CC3)cc1)C2
344;COc1cccc(N(CCC2CCN(Cc3ccccc3)CC2)C(C)=O)c1
345;O=C1CCCCN1CCC1CCN(Cc2ccccc2)CC1
346;CN(C)C(=O)Oc1ccc(-c2cn3ccccc3[n+]2C)cc1
347;O=C(O)c1ccccc1O
348;COc1ccc(CNc2nc(NC(N)=O)nc3ccccc23)cc1OC
349;CC(C)Nc1nc(NCc2ccccc2)c2ccccc2n1
350;CC(C)Nc1nc(NCCc2ccccc2)c2ccccc2n1
351;NC(=O)Cc1nc(NCc2ccccc2)c2ccccc2n1
352;COc1ccc(CCNc2nc(NC(C)=O)nc3ccccc23)cc1OC
353;CC1=C[C@H]2Cc3nc4cc(Cl)ccc4c(NCCCCCCCNc4c5c(nc6cc(Cl)ccc46)CCCC5)c3[C@@H](C1)C2
354;COc1cc2c(cc1OC)C(=O)/C(=C/c1cc[n+](Cc3ccc(Br)cc3)cc1)C2
355;COc1cc2c(cc1OC)C(=O)/C(=C/c1cc[n+](Cc3cccc(C)c3)cc1)C2
356;CC1=C[C@@H]2Cc3nc4cc(Cl)ccc4c(N)c3[C@H](C1)C2
357;Brc1ccc2c(CCC3CCN(Cc4ccccc4)CC3)noc2c1
358;N#Cc1c(Cl)nc(NCCC2CCN(Cc3ccccc3)CC2)c(C#N)c1-c1ccccc1
359;CCOc1ccc(Cc2nc3cc(C(=O)N(CC)CC)ccc3n2CCCCCCN2CCCCC2)cc1
360;CN(Cc1ccccc1)Cc1ccc(COc2ccc3ccc(=O)[nH]c3c2)cc1
361;CCN(CCCCCCOc1ccc2c(C)c(C)c(=O)oc2c1)Cc1ccccc1
362;Cc1c(C)c2ccc(OCc3ccc(CN(C)Cc4ccccc4)cc3)cc2oc1=O
363;COc1cc2cc(C(=O)CCc3cc[n+](Cc4ccc([N+](=O)[O-])o4)cc3)sc2cc1OC
364;CC[n+]1ccc(CCC(=O)c2cc3cc(OC)c(OC)cc3s2)cc1
365;O=C(CCC1CCN(Cc2cccc(O)c2)CC1)c1cc2c3c(ccn3C(=O)CC2)c1
366;CCOC(OCC)c1ccc(/C=C/C(=O)/C=C/c2ccc(C(OCC)OCC)cc2)cc1
367;CN(C)c1ccc(/C=C/C(=O)C2CCc3ccccc3C2=O)cc1
368;CCn1c(C)nc2cc(C(=O)CCC3CCN(Cc4ccccc4)CC3)ccc21
369;O=C(CCC1CCN(Cc2ccccc2)CC1)c1cc2c3c(c1)cc(O)n3CCC2
370;COc1cccc(CN2CCN(CCCOc3ccc4c(c3)oc(=O)c3ccccc34)CC2)c1
371;COc1cc(C(C)N(C)C)cc2oc(=O)c3ccccc3c12
372;CN1CCN(c2ccc(-c3cnc4[nH]c5cnc(C#N)cc5c4c3)cc2)CC1
373;CCCCCCCNC(=O)Oc1ccc2c(c1)C1(C)CCN(CC)C2C1
374;CN1CC[C@@]2(C)c3cc(OC(=O)NCCCCCCN4CCOCC4)ccc3N(C)[C@@H]12
375;CN(C)Cc1ccc(CSCc2ccc(CSCc3ccc(CN(C)C)o3)cc2)o1
376;C/C=C(\C)C(=O)N[C@@H]1C=C2CC[C@H]3C4=CC[C@H]([C@H](C)N(C)C)[C@@]4(C)CC[C@@H]3[C@@]2(C)CC1
377;CCOC(=O)c1ccc2nc(-c3cccnc3)c3c(c2c1)NCCC3
378;CC1CCN(Cc2ccc(CNCCN3CCN=C3C(C#N)C#N)o2)CC1
379;S=C(NCCN1CCCCC1)Nc1cccc(Cl)c1
380;COc1ccc(NC(=S)NCCN(C)C)cc1Cl
381;COc1ccccc1CNCCCCCCNCCCCCNCCCCCCNCc1ccccc1OC
382;COc1cc2cc(C(=O)CCC3CC[N+](C)(CCOc4ccccc4)CC3)sc2cc1OC
383;CCCCCCCNc1c2c(nc3ccc(C)cc13)CCCC2
384;CN1Cc2cc(O)ccc2N(C)C1c1cccs1
385;Cc1cccc(C2N(C)Cc3cc(O)ccc3N2C)c1
386;CNC(=O)Oc1cccc(CN(C)CCCOc2ccc3c(=O)c4ccccc4oc3c2)c1
387;Cc1ccccc1NC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C
388;Nc1ccc2c(c1)c(-c1ccccc1)[n+](CCCNCCCNCCCNc1c3c(nc4ccccc14)CCCC3)c1cc(N)ccc21
389;CCCCCCNC(=O)Oc1cccc(CN(C)CCCOc2ccc3c(=O)cc(-c4ccccc4)oc3c2)c1
390;CCCCCCNC(=O)Oc1cccc(CN(CC)CCCOc2ccc3c(=O)c4ccccc4oc3c2)c1
391;CCCN(CCCOc1ccc2c(=O)c3ccccc3oc2c1)Cc1cccc(OC(=O)NC)c1
392;CCCCCCNC(=O)Oc1cccc(CN(CCC)CCCOc2ccc3c(=O)c4ccccc4oc3c2)c1
393;CCCCCCNC(=O)Oc1cccc(CN(CCCOc2ccc3c(=O)c4ccccc4oc3c2)C(C)C)c1
394;c1ccc(-c2ccc(NCCN3CCc4ccccc4C3)nn2)cc1
395;c1ccc(-c2ccc(NCCCCCN3Cc4ccccc4CN3)nn2)cc1
396;CN(CCNc1ccc(-c2ccccc2)nn1)Cc1ccccc1
397;CN(CCCCNc1ccc(-c2ccccc2)nn1)Cc1ccccc1
398;CN(CCCCCNc1ccc(-c2ccccc2)nn1)Cc1ccccc1
399;CN(CCOCCNC(=S)NC(=O)c1ccc(Cl)cc1)Cc1ccccc1
400;NCCCCCCCCCNc1c2c(nc3ccccc13)CCCC2
401;c1ccc2c(NCCCCCCCCCNc3c4c(nc5ccccc35)CCCC4)ccnc2c1
402;Nc1c2c(nc3ccccc13)CCCc1ccccc1-2
403;Nc1c2ccccc2nc2c1cnc1cc(Cl)ccc12
404;Nc1c2c(nc3ccccc13)-c1ccccc1NCC2
405;CN(CCCOc1ccc2c(=O)c3ccccc3oc2c1)Cc1cccc(OC(=O)NCCCCCCCCN2CCOCC2)c1
406;CCc1cc(NCCC2CCN(Cc3ccccc3)CC2)nnc1-c1ccccc1
407;c1cnc2nc3c(c(NCCCCCCCCNc4c5c(nc6ncccc46)CCCC5)c2c1)CCCC3
408;Cc1ccc2c(Nc3ccccc3)c3c(nc2c1)CCCC3
409;Clc1ccc2c(Nc3ccccc3)c3c(nc2c1)CCCC3
410;COc1cc(C=NO)c(O)c(CN2CCc3cc(OC)c(OC)cc3C2)c1
411;N#Cc1ccccc1-c1ccc(CN2CCN(C(c3ccc(F)cc3)c3ccc(F)cc3)CC2)cc1
412;COc1cc2c(cc1OC)C(=O)C1(C2)C(c2ccccc2)C(c2ccccc2)NC12C(=O)Nc1ccc([N+](=O)[O-])cc12
413;COc1cc2c(cc1OC)C(=O)/C(=C/c1cc[n+](Cc3cccc(F)c3)cc1)C2
414;COc1cc2c(cc1OC)C(=O)/C(=C/c1cc[n+](Cc3ccccc3C)cc1)C2
415;CN1CCC(CCc2c(O)[nH]c3ccccc3c2=O)CC1
416;Cc1ccc2[nH]c3c(c2c1)CN(CCCCCCN1CCc2[nH]c4ccc(C)cc4c2C1)CC3
417;CCN(CCCCCCN1C(=O)c2ccc(-c3ccc4c(c3)C(=O)N(CCCCCCN(CC)Cc3ccccc3OC)C4=O)cc2C1=O)Cc1ccccc1OC
418;Oc1cccc(C2=Nc3ccccc3SC(c3ccc(Cl)cc3)C2)c1
419;Oc1cccc(C2=Nc3ccccc3SC(c3ccccc3)C2)c1
420;CCOC(=O)C1C(C)=Nc2nc3c(c(N)c2C1c1cccc(OC)c1)CCCC3
421;CCOC(=O)C1C(C)=Nc2nc3c(c(N)c2C1c1ccccc1OC)CCCC3
422;NCCCCCCNCCSSCCNCCCCCCN
423;COc1ccc(-[n+]2ccc3cccc(OC)c3c2)cc1
424;COc1cccc2c1C=[N+](c1ccc(Br)cc1)CC2
425;COc1cc2c(cc1OC)C(=O)/C(=C/c1ccc(OCCCCN[N+]3(C)CCN(c4ccc(/C=C5\Cc6cc(OC)c(OC)cc6C5=O)cc4)CC3)cc1)C2
426;O=C(CC1CCN(Cc2ccccc2)CC1)NCCc1c[nH]c2ccccc12
427;COc1cc2onc(CCC3CCN(Cc4ccccc4)CC3)c2cc1C
428;Cn1c(=O)cc2cc3o[nH]c(CCC4CCN(Cc5ccccc5)CC4)c3cc21
429;COc1cc2c(cc1OC)C(=O)C(C1CC[N+](C)(Cc3ccccc3)CC1)=C2
430;CCN1CC[C@@]2(C)c3cc(OC(=O)N[C@@H](C)c4ccccc4)ccc3CC12
431;Cc1cccc(CN2C/C(=C\c3ccccc3)C(=O)/C(=C/c3ccccc3)C2)c1
432;Cc1ccc(/C=C2\CN(Cc3ccc4ccccc4c3)C/C(=C\c3ccc(C)cc3)C2=O)cc1
433;CC[N+](CC)(CC)CCOc1cc(OCC[N+](CC)(CC)CC)cc(C(=O)NCCCCCC(=O)NNc2c3c(nc4ccccc24)CCCC3)c1
434;CC[N+](CC)(CC)CCOc1cc(OCC[N+](CC)(CC)CC)c(C(=O)NCCCCCC(=O)NNc2c3c(nc4ccccc24)CCCC3)cc1OCC[N+](CC)(CC)CC
435;CC[C@H](C)C1=N[C@H]2CC=C3CC4C(=O)C[C@]5(C)[C@@H]([C@H](C)N(C)C)[C@H](O)C[C@@]5(C)[C@@H]4CC[C@H]3[C@]2(C)CO1
436;CCC(C)n1cc(C(=O)C(F)(F)F)cn1
437;O=C(CF)c1cnn(C2CCCC2)c1
438;CC(C)Cn1cc(C(=O)C(F)(F)F)cn1
439;CC(C)(C)c1cccc(C(=O)C(F)F)c1
440;COc1ccccc1C(=O)N1Cc2cc(NC(=O)c3ccccc3)ccc2CC1=O
441;CCN(CCCCCCN1C(=O)c2cccc3cccc(c23)C1=O)Cc1ccccc1OC
442;CC1=C[C@@H]2Cc3nc4cc(Cl)ccc4c(NCCCCCCCNc4c5c(nc6ccccc46)CCCC5)c3[C@H](C1)C2
443;CC1=CC2Cc3nc4cc(Cl)ccc4c(NCCCCCCCCNc4c5c(nc6cc(Cl)ccc46)CCCC5)c3C(C1)C2
444;COP1(=O)OCCC(C(=O)OC(C)(C)C)=C(C)O1
445;O=C(NCCCCCCCCCCNc1c2c(nc3cc(Cl)ccc13)CCCC2)c1cc(=O)c2c(O)cc(O)cc2o1
446;COc1cc(O)c2c(=O)cc(C(=O)NCCCCCCCCCCNc3c4c(nc5ccccc35)CCCC4)oc2c1
447;COc1ccccc1-c1n[nH]c(-c2ccc3c(c2)CO[C@@]3(CCCN(C)C)c2ccc(F)cc2)n1
448;c1cc2c(cc1OCCCN1CCCCC1)CN1CCCC1=N2
449;CC[C@H]1C[C@@H]2CN3CCc4c([nH]c5cc([C@H]6C[C@H]7C(C(=O)OC)[C@H](Cc8c6[nH]c6ccccc86)N(C)C[C@H]7CC)ccc45)[C@](C(=O)OC)(C2)[C@H]13
450;COc1ccc(-c2cc3c(c(=O)o2)C[C@]2(O)[C@@]4(C)C(=O)C=CC(C)(C)[C@]4(O)CC[C@@]2(C)O3)cc1OC
451;COc1cc(-c2cc3c(c(=O)o2)C[C@]2(O)[C@@]4(C)C(=O)C=CC(C)(C)[C@]4(O)CC[C@@]2(C)O3)cc(OC)c1OC
452;COc1ccc2c(N)c3c(nc2c1)CCCC3
453;CCN(CCCCCC(=O)N(C)CCCCCCCCN(C)C(=O)CCCCCN(CC)Cc1ccccc1[N+](=O)[O-])Cc1ccccc1[N+](=O)[O-]
454;N#CC1C(=N)N(Cc2ccccc2)C(=NCc2ccccc2)C([N+](=O)[O-])C12C(=O)c1cccc3cccc2c13
455;N#CC1C(=N)N2CCN=C2C([N+](=O)[O-])C12C(=O)Nc1ccc(F)cc12
456;Cc1ccc2onc(CCC3CCN(Cc4ccccc4)CC3)c2c1
457;O=C1C(=O)N(Cc2ccccc2[N+](=O)[O-])c2ccc(Br)cc21
458;CCCCCCCNC(=O)Oc1cccc(CN(C)CCCCCOc2ccc3c(c2)Oc2ncccc2C3)c1
459;CCOC(=O)C1C(C)=Nc2nc3c(c(N)c2[C@H]1c1ccc(OC)cc1)CCCC3
460;COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3cccc(C(F)(F)F)c3)CC1)C2
461;CCN1CCC2CC1c1ccc(OC(=O)NC)cc12
462;CN(C)C(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)C1N2C
463;COc1cc2cc(C(=O)CCc3cc[n+](Cc4ccsc4)cc3)sc2cc1OC
464;C/N=C1/CCc2c1n(C)c1ccc(OC(=O)NC)cc21
465;CN1CC[C@@]2(C)c3cc(OC(=O)NCc4ccccc4)ccc3N(C)C12
466;COc1cc2c(cc1OC)C(=O)/C(=C/c1ccc(CN3CCOCC3)c(O)c1)O2
467;CNC(=O)Oc1ccc2c(c1)[C@@]1(C)CCN(Cc3ccccc3)C1N2Cc1ccccc1
468;CC(=O)N[C@H]1CC[C@@]2(C)[C@@H](CC[C@@H]3[C@@H]2CC[C@]2(C)[C@@H]([C@H](C)N(C)C)CC[C@@H]32)C1
469;CC(=O)N(C)[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4C[C@@H](N(C)C)CC[C@]4(C)[C@H]3CC[C@]12C
470;c1ccc2c(NCCSSCCNc3c4c(nc5ccccc35)CCCC4)c3c(nc2c1)CCCC3
471;CN(C)C(=O)Oc1ccc2c(c1)C(N)CCC2
472;CCN(CCCCCC(=O)N(C)CCCCCCCCN(C)C(=O)CCCCCN(CC)Cc1ccccc1Cl)Cc1ccccc1Cl
473;O=C(C[C@H]1C[C@H]2CCCN2[C@]12C(=O)Nc1ccccc12)N1C/C(=C\c2ccccc2F)C(=O)[C@]2(C[C@H]3CCCN3[C@@]23C(=O)Nc2ccccc23)C1
474;CCNC1CCc2ccc(OC(=O)N(C)C)cc21
475;CN(CCCCOc1ccc2c(=O)c3ccccc3oc2c1)Cc1ccccc1
476;Cc1c(C(=O)NN2CCCCC2)nn(-c2ccc(Cl)cc2Cl)c1-c1ccc(Cl)cc1
477;COc1ccc2c(=O)cc(-c3ccc(CN(C)Cc4ccccc4)cc3)oc2c1
478;COc1ccc(CN(C)Cc2ccc(-c3cc4cc(OC)c(OC)cc4oc3=O)cc2)cc1
479;CCN(CCCCCCNC1=CC(=O)C(NCCCCCCN(CC)Cc2cccnc2)=CC1=O)Cc1cccnc1
480;CCN(CCCCCCNC1=CC(=O)C(NCCCCCCN(CC)Cc2ccccn2)=CC1=O)Cc1ccccn1
481;CCN(CCCCCCNC1=C(F)C(=O)C(NCCCCCCN(CC)Cc2ccccc2OC)=C(F)C1=O)Cc1ccccc1OC
482;CC[N+](C)(CCCCCC(=O)N1CCC(CCC2CCN(C(=O)CCCCC[N+](C)(CC)Cc3ccccc3OC)CC2)CC1)Cc1ccccc1OC
483;COc1c(-c2ccc(O)cc2)cc2oc3cc(O)c(O)cc3c2c1O
484;CC(C)c1ccc(NC(=O)Oc2ccc3c(c2)[C@]2(C)CCN(C)[C@@H]2N3C)cc1
485;CCNC(=O)Oc1ccc2c(c1)[C@]1(C)CCO[C@@H]1O2
486;C[C@H]1CCCN1Cc1nc2cc(NC(=O)c3ccc4cnccc4c3)ccc2[nH]1
487;CC1(C)O[C@@H]2[C@@H](O)[C@H]3NC(=O)O[C@H]3C[C@@H]2O1
488;COc1ccc(C2CC(c3cc(F)ccc3F)=NN2c2ccc(S(N)(=O)=O)cc2)c(OC)c1
489;CCOC(=O)C1C(=Nc2ccc(F)cc2)C[C@@H](c2ccc(Cl)cc2)N(c2ccc(F)cc2)[C@@H]1c1ccc(Cl)cc1
490;Cc1ccc2c(c1)c1cc[n+](-c3ccccc3)cc1n2C
491;Cn1c2ccccc2c2cc[n+](-c3ccc(I)cc3)cc21
492;Cc1cc2cc3n(c(=O)c2cn1)CCc1c-3[nH]c2ccccc12
493;C/C=C1/CN2CCc3c([nH]c4ccccc34)[C@@H]2CC1/C(=C\C(=O)OC)OC
494;O=C(NCCc1c[nH]c2ccccc12)c1cc[n+](Cc2ccc(F)cc2)cc1
495;CN1CC[C@@]2(C)c3cc(OC(=O)NCCCCN4CCOCC4)ccc3N(C)[C@@H]12
496;N#CC(C#N)C1=NCCN1CCNCc1ccc(CN2CCOCC2)o1
497;Cc1cccc2sc(NC(=O)CCN3CCN(Cc4cc(F)ccc4F)CC3)nc12
498;COC(=O)C1C(=Nc2ccc(Cl)cc2)C[C@@H](c2ccc(C)cc2)N(c2ccc(Cl)cc2)[C@@H]1c1ccc(C)cc1
499;COC(=O)C1C(=Nc2ccc(C)cc2)C[C@@H](c2ccc(C)cc2)N(c2ccc(C)cc2)[C@@H]1c1ccc(C)cc1
500;COC(=O)C1C(=Nc2ccc(OC)cc2)C[C@@H](c2ccc(C)cc2)N(c2ccc(OC)cc2)[C@@H]1c1ccc(C)cc1
501;Nc1c2c(nc3cccc(Cl)c13)CCCC2
502;Nc1c2c(nc3cccc(Cl)c13)OCCC2
503;CCn1c(C)nc2cc(C(=O)CCC3CCN(Cc4ccccc4)CC3)ccc21
504;C=CCC1(O)OCc2c(OC)c(OC)cc3ccnc1c23
505;CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(Cc3ccccc3)C1N2C
506;CC(C)N1CCN(c2nccc(NCc3cccc4ccccc34)n2)CC1
507;COc1ccc(-c2nc(SC)n(C(=O)N(C)C)n2)cc1
508;CC1CCN(CCc2ccccc2)CC1
509;COc1ccccc1CNCCCCCOC(=O)Nc1cc(Cl)nc(Cl)c1
510;Nc1c2c(nc3ccc(Cl)cc13)OCCC2
511;CN1CCN(CC2Cc3ccccc3C2=O)CC1
512;c1ccc2c(NCCCCCCCCCCN3CCOCC3)c3c(nc2c1)CCCC3
513;COc1cccc(CN(C)CCCCCCCOc2ccc3c(=O)c4ccccc4oc3c2)c1OC
514;Clc1ccc(-c2nnc(Nc3ncccn3)o2)cc1
515;CN(C)Cc1ccc(CSCCCCCCCCCSCc2ccc(CN(C)C)o2)o1
516;COc1cccc(C)c1
517;COc1ccc(OC)c2c1CC(C)C2=O
518;CC=C(C)C(=O)N=C1CC[C@@]2(C)C(CCC3C2CC[C@@]2(C)C3CC[C@@H]2[C@H](C)N(C)C)C1=O
519;CCCN(C)C(=O)Oc1cccc(CCN)c1
520;C#CCNC1CCc2c(OC(=O)N(C)C)cccc21
521;O=C(NCC1CCN(Cc2ccccc2)CC1)c1[nH]nc2ccc(-c3cccnc3)cc12
522;O=C(NCC1CCN(Cc2ccccc2)CC1)c1cncc(NC(=O)c2ccnc(NC(=O)C3CC3)c2)c1
523;CNC(=O)Oc1ccc2c(c1)[C@@]1(C)CCN(C)C1N2Cc1ccccc1
524;C=CC[N+](C)(C)c1cccc(OC(C)=O)c1
525;CCCCC1OC(=O)c2cc(OCc3ccc(CN(C)C)c(O)c3)ccc21
526;Cc1c(C)c2c(c(C)c1O)CCC(C)(C(=O)NCCC1CCN(Cc3ccccc3F)CC1)O2
527;c1ccc(CN2CCC(CNc3noc4ccccc34)CC2)cc1
528;COc1cc2c(cc1OC)CC(CC1CCN(CCNc3c4c(nc5ccccc35)CCCC4)CC1)C2
529;O=C1CC[C@]2(C=C1Br)CC=Nc1c(O)c3c4c(c12)=NCCC=4C=N3
530;Oc1c2c(c3c4c1N=CC=4CCN=3)C1(C=C(Br)C(O)C(Br)=C1)CC=N2
531;O=C(CN1CCN(C(=O)c2ccc(Br)cc2)CC1)N1CCN(CCCc2c[nH]c3ccccc23)CC1
532;Cc1ccc(C(=O)N2CCN(CC(=O)N3CCN(CCCc4c[nH]c5ccccc45)CC3)CC2)cc1
533;COc1ccc2cc3[n+](cc2c1OCc1cccc(C)c1)CCc1cc2c(cc1-3)OCO2
534;COc1ccc2cc3[n+](cc2c1OCc1ccccc1C)CCc1cc2c(cc1-3)OCO2
535;COc1ccc2cc3[n+](cc2c1OCc1ccc(Cl)cc1)CCc1cc2c(cc1-3)OCO2
536;CCN(CCCCOc1ccc(C2CC(=O)c3c(O)cc(OCCCCN(CC)Cc4ccccc4OC)cc3O2)cc1)Cc1ccccc1OC
537;ON=C(O)c1ccc(Nc2ccnc3ccccc23)cc1
538;CCN(Cc1ccccc1)C(=O)/C=C/c1ccc(OC(=O)N(c2ccccc2)c2ccccc2)c(OC)c1
539;COc1cc(/C=C/C(=O)N2CCN(Cc3ccccc3)CC2)ccc1OC(=O)N(C)C
