;0
4567;COC1=CC(=O)C(N2CCC(C3CCN(Cc4ccccc4OC)CC3)CC2)=CC1=O
4568;COc1ccc(CN2CCC(c3oc4ccccc4c3C(=O)c3ccc(OC)c(OC)c3)CC2)cc1OC
4569;CN(C)c1ccc(/C=C2/SC(=Nc3ccc4oc(=O)ccc4c3)NC2=O)cc1
4570;Cc1c(C)c2ccc(OCC3CCCN(CCCC(F)F)C3)cc2oc1=O
4571;Cc1c(C)c2ccc(OCC3CCN(Cc4cccc(F)c4)CC3)cc2oc1=O
4572;CN(Cc1ccccc1)Cc1ccc(COc2ccc3c(CO)cc(=O)oc3c2)cc1
4573;CN(CCCO)Cc1ccc(COc2ccc3c(CO)cc(=O)oc3c2)cc1
4574;COc1ccc(C2c3c(nc4c(c3N)CCCC4)Oc3ccc4ccccc4c32)cc1OC
4575;C#CCN(C)Cc1cc2cc(OCCCC3CCN(Cc4ccccc4)CC3)ccc2n1C
4576;CCN1/C(=C/C(C)=O)Sc2ccc(OC(=O)NCc3cccnc3)cc21
4577;COC(=O)C1C(C)=Nc2nc3c(c(N)c2C1c1cccc([N+](=O)[O-])c1)CCC(C)C3
4578;COc1ccc(C2=NN(C(C)=O)C(c3ccc(N4CCN(c5ccccc5)CC4)cc3)C2)cc1OC
4579;COC(=O)C1C(C)=Nc2nc3c(c(N)c2C1c1ccccc1)CC(C)(C)CC3
4580;Cc1cc(C=NO)c(O)c(CN2CCN(c3ccc([N+](=O)[O-])cc3Cl)CC2)c1
4581;COc1cc2c(cc1OC)C(=O)/C(=C/c1ccc(CN3CCN(C)CC3)c(O)c1)O2
4582;ON=Cc1cc(Cl)cc(CN2CCN(c3ccccc3Cl)CC2)c1O
4583;CN1CCN(c2c3c(nc4ccc([N+](=O)[O-])cc24)CCCC3)CC1
4584;CN(C)C(=O)Oc1cccc(C(=O)C=Cc2ccc(O)cc2)c1
4585;O=c1c2ccccc2nc2n1CC[C@@H]2[C@@H]1CCCN1
4586;Cc1ccc(O)cc1[N+](C)(C)C
4587;CCOC(=O)C1C(C)=Nc2nc3c(c(N)c2C1c1cccc(Cl)c1)CC(C)(C)CC3
4588;COc1ccc(C)c([N+](C)(C)C)c1
4589;CCOCC[N+](C)(C)C
4590;O=C(c1cccc(Cl)c1Cl)n1nc(OCCCN2CCCCC2)c2ccccc21
4591;O=C(c1c(F)ccc(F)c1F)n1nc(OCCN2CCCCC2)c2ccccc21
4592;CC(C)c1ccc(NC(=O)Oc2ccc3c(c2)[C@]2(C)CCN(CCc4ccccc4)[C@@H]2N3C)cc1
4593;COc1cc2c(cc1OC)C(=O)/C(=C/c1ccc(N3CC[N+](C)(Cc4ccc(Br)cc4)CC3)cc1)C2
4594;CCC[N+]1(C)CCN(c2ccc(/C=C3\Cc4cc(OC)c(OC)cc4C3=O)cc2)CC1
4595;O=C(CCNCCNc1c2c(nc3ccccc13)CCCC2)N1CCN(CCNc2c3c(nc4ccccc24)CCCC3)CC1
4596;CCOC(=O)c1c(C)nc(N2CCN(S(=O)(=O)c3ccc(N)c(Cl)c3)CC2)nc1-c1ccc(OC)cc1
4597;CCN1CCc2cc(C(=O)CCC3CCN(Cc4ccccc4)CC3)ccc21
4598;COc1cc(/C=C/C(=O)N2CCC(Cc3ccccc3)CC2)ccc1OC(=O)N(C)C
4599;CCN(C)C(=O)Oc1ccc(/C=C/C(=O)N2CCC(Cc3ccccc3)CC2)cc1OC
4600;CCN(CC)C(=O)Oc1ccc(/C=C/C(=O)N2CCC(Cc3ccccc3)CC2)cc1OC
4601;Clc1cccc(Cl)c1CO/N=C/c1cc[n+](CCC[n+]2ccc(/C=N/OCc3c(Cl)cccc3Cl)cc2)cc1
4602;COc1ccc2[nH]cc(CCNC(=O)CCc3cc[n+](Cc4cccc(F)c4)cc3)c2c1
4603;O=C(N1CCCCC1)n1nc(-c2ccc(Cl)cc2)nc1SCC1CC1
4604;COc1ccc(OC)c(C2=NN(C(C)=O)C(c3ccc(-c4ccccc4)cc3)C2)c1
4605;CC(=O)N1N=C(c2cccc3ccccc23)CC1c1ccc(-c2ccccc2)cc1
4606;COc1ccc(/N=C/c2cn(-c3ccc(OC)cc3)cc2/C=N/c2ccc(OC)cc2)cc1
4607;CN(C)C(=O)Oc1ccc[n+](C)c1
4608;CC[N+](CC)(CCCCCn1c(=O)cc(C)n(CCCn2c(C)cc(=O)n(C)c2=O)c1=O)Cc1ccccc1[N+](=O)[O-]
4609;CNC(=O)Oc1ccc(-c2cn3c(C)cccc3[n+]2C)cc1
4610;C#CCN[C@@H]1CCc2ccc(OC(=O)N(C)CC)cc21
4611;CC(=O)CCCCn1c(=O)c2c(ncn2C)n(C)c1=O
4612;O=C(NCCCCCCCNc1c2c(nc3cc(Cl)ccc13)CCCC2)c1[nH]nc2ccccc12
4613;CC(C)c1ccc(NC(=O)Oc2ccc3c(c2)[C@]2(C)CC[N+](C)(CCc4ccccc4)C2N3C)cc1
4614;c1ccc(COc2ccc(CCOCCCCCNc3c4c(nc5ccccc35)CCCC4)cc2OCc2ccccc2)cc1
4615;CC12CC3CC(C)(C1)CC(N)(C3)C2
4616;Nc1c2c(nc3c1C(c1ccccc1)c1ccc4ccccc4c1O3)CCCC2
4617;S=C(NCCCCNc1c2c(nc3ccccc13)CCCC2)Nc1c[nH]c2ccccc12
4618;CN1CCN(c2ccc(C(=O)Nc3cc(-c4nc5ccccc5[nH]4)[nH]n3)cc2)CC1
4619;Cc1cc(=O)[nH]c2c1C(=O)C(=NCCCCNc1c3c(nc4ccccc14)CCCC3)CC2=O
4620;CC(C)N(C)C(=O)Oc1cccc2c(CN(C)CCC3CCCCCC3)c[nH]c12
4621;O=C(C[C@H]1C[C@H]2CCCN2[C@]12C(=O)Nc1ccccc12)N1C/C(=C\c2cccc3ccccc23)C(=O)[C@]2(C[C@H]3CCCN3[C@@]23C(=O)Nc2ccccc23)C1
4622;O=C(C[C@H]1C[C@H]2CCCN2[C@]12C(=O)Nc1ccccc12)N1C/C(=C\c2ccc(F)cc2)C(=O)[C@]2(C[C@H]3CCCN3[C@@]23C(=O)Nc2ccccc23)C1
4623;Cc1ccc(/C=C2\CN(C(=O)C[C@H]3C[C@H]4CCCN4[C@]34C(=O)Nc3ccccc34)C[C@@]3(C[C@H]4CCCN4[C@@]34C(=O)Nc3ccccc34)C2=O)cc1
4624;O=C(C[C@H]1C[C@H]2CCCN2[C@]12C(=O)Nc1ccccc12)N1C/C(=C\c2cccc([N+](=O)[O-])c2)C(=O)[C@]2(C[C@H]3CCCN3[C@@]23C(=O)Nc2ccccc23)C1
4625;CCOC(=O)c1c(C)nc2nc3c(c(N)c2c1-c1ccc(OC)cc1)CCCCC3
4626;CCOC(=O)c1c(C)nc2nc3c(c(N)c2c1-c1cccc([N+](=O)[O-])c1)CCCC3
4627;O=C(c1ccc(OCCCc2c[nH]cn2)cc1)C1CC1
4628;C/C=C1\[C@H]2C=C(C)C[C@]1(N)c1ccc(=O)[nH]c1C2
4629;CCc1nn(CCCN2CCN(c3cccc(Cl)c3)CC2)c(=O)n1CCOc1ccccc1
4630;O=C(CCO[N+](=O)[O-])NCCCCNc1c2c(nc3ccccc13)CCCC2
4631;C#CCN[C@@H]1CCc2cc(Cl)c(OC(=O)N(C)CCC)cc21
4632;CCOC(=O)C1C(C)=Nc2nc3c(c(N)c2C1c1ccc(OC)c(OC)c1)CCCC3
4633;CSc1ccc(C2SCC(=O)N2c2ccc3oc(=O)ccc3c2)cc1
4634;CSc1ccc(/C=N/c2ccc3oc(=O)ccc3c2)cc1
4635;C[C@@]12CC[C@@H]3[C@@](CC[C@H]4[C@@]3(C)CCC[C@@]4(C)C(=O)OCC[N+](C)(C)Cc3ccccc3)(CC1=O)C2
4636;Cc1cccc2sc(NC(=O)CCN3CCN(CC4CCCO4)CC3)nc12
4637;Cc1cccc2sc(NC(=O)CCN3CCN(C4CCN(C)CC4)CC3)nc12
4638;COc1ccc2nc3c(c(NCCCNC(=O)c4sc(-c5ccnc(NC(=O)C6CC6)c5)nc4OC)c2c1)CCCC3
4639;CCN(Cc1ccc(/C=C2\Oc3cc(OC)c(OC)cc3C2=O)cc1O)Cc1ccccc1N(C)C
4640;Cc1ccc(-n2c(O)c3c(c2O)C2(C(=O)c4ccccc4C2=O)N(C)C3)cc1
4641;FC12CC3CC(NCCCCNc4c5c(nc6cc(Cl)ccc46)CCCC5)(CC(C1)c1ccccc13)C2
4642;C[C@H](CC[C@H](O)C(C)(C)O)[C@H]1CC[C@@]2(C)C3=CC[C@H]4C(C)(C)[C@@H](O)CC[C@]4(C)C3=CC[C@]12C
4643;COc1ccc(NC(=O)c2cc(=O)c3cc(/C=C/C(=O)O)ccc3o2)cc1
4644;CCN(CC)CCOC(=O)/C=C/c1ccc2occ(C(=O)Nc3ccc(Cl)cc3)c(=O)c2c1
4645;Nc1c2c(nc3ccccc13)CCCC2
4646;COc1nc(-c2ccnc(NC(=O)C3CC3)c2)sc1C(=O)NCCNc1c2c(nc3ccccc13)CCCC2
4647;O=C(NCCCCCCCNc1c2c(nc3cc(Cl)ccc13)CCCC2)c1ccc2nc(-c3ccc(Cl)cc3)c3c(c2c1)OCCC3
4648;CN1c2ccc(OC(=O)NCC3CCCCC3)cc2[C@]2(C)CCN(CCc3ccccc3)[C@H]12
4649;COc1cc(OC)c(-c2coc3c4c(ccc3c2=O)OC(C)(C)C=C4)cc1OC
4650;Cc1cc(=O)[nH]c2c1C(=O)C(=NCCCNc1c3c(nc4cc(Cl)ccc14)CCCC3)CC2=O
4651;Nc1c2c(nc3ccccc13)-c1ccccc1NCCC2
4652;COc1ccc(C(=O)CNc2ccc3oc(=O)ccc3c2)cc1
4653;O=C1CSC(c2ccc(F)cc2)N1c1ccc2oc(=O)ccc2c1
4654;CCCCC1OC(=O)c2cc(OCc3ccc(CN4CCCC4)c(O)c3)ccc21
4655;COc1cc2c3cc1Oc1c(O)c(OC)cc4c1[C@@H](Cc1ccc(O)c(c1)Oc1ccc(cc1)C[C@@H]3N(C)CC2)N(C)CC4
4656;C(=N/Nc1c2c(nc3ccccc13)CCCC2)\c1ccc(OCc2cn(Cc3ccccc3)nn2)cc1
4657;O=S(=O)(c1ccccc1)n1ccc2c(N3CCN(CCCNc4c5c(nc6ccccc46)CCCC5)CC3)cccc21
4658;O=S(=O)(c1ccccc1)n1ccc2c(N3CCN(CCCCCNc4c5c(nc6ccccc46)CCCC5)CC3)cccc21
4659;O=C(Nc1cccc(-c2cn(CCNc3c4c(nc5ccccc35)CCCC4)nn2)n1)Nc1cccc2c1C1CCCCN1C2=O
4660;Cc1ccc2nc3c(c(N4CCN(c5c6c(nc7ccc(C)cc57)CCCC6)CC4)c2c1)CCCC3
4661;CCN(CCCCCCNC(=O)COc1ccc(-c2cc(=O)c3c(OC)c(OC)c(OC)cc3o2)cc1)Cc1ccccc1OC
4662;CCN(CCCCCCNC(=O)COc1ccc(-c2cc(=O)c3c(O)c(OC)c(OC)cc3o2)cc1)Cc1ccccc1OC
4663;O=C(OC[C@H]1O[C@@H](OC(=O)c2cc(O)c(O)c(O)c2)[C@H](OC(=O)c2cc(O)c(O)c(O)c2)[C@@H](OC(=O)c2cc(O)c(O)c(O)c2)[C@@H]1O)c1cc(O)c(O)c(O)c1
4664;CC1(C)CCCC2(C)OC(=O)C=C12
4665;O=C(CCN1CCN(Cc2ccccc2)CC1)Nc1ccc2nc3n(c(=O)c2c1)CCC3
4666;COc1cc(NCc2ccc(Oc3c(N)cccc3Cl)cc2)cc(OC)c1
4667;Nc1cccc(Cl)c1Oc1ccc(CNc2ccc(O)cc2)cc1
4668;CCOC(=O)CCC(NC(=O)OCc1ccccc1)C(=O)NCCC1CCN(Cc2ccccc2)CC1
4669;COc1ccc(-c2cc3c(ccc4c(/C=C/c5cc(OC)cc(OC)c5)cc(=O)oc43)o2)cc1
4670;COc1ccc2sc3c(C)ccc(NCCC4CCN(C)CC4)c3c(=O)c2c1
4671;COc1ccc2c(c1)C[C@H]1NCCc3cc4c(c-2c31)OCO4
4672;CCN(CC)CCOC(=O)/C=C/c1ccc2occ(C(=O)Nc3ccc(OC)cc3)c(=O)c2c1
4673;CCN(CC)CCOC(=O)/C=C/c1ccc2oc(C(=O)Nc3ccc(C)cc3)cc(=O)c2c1
4674;O=[N+]([O-])C1C(Cc2c[nH]cn2)NC2(c3ccccc3-c3nc4ccccc4nc32)C1c1ccccc1
4675;O=[N+]([O-])C1C(Cc2c[nH]cn2)NC2(c3ccccc3-c3nc4ccccc4nc32)C1c1ccc(Cl)cc1
4676;C(=N/C1CCN(Cc2ccccc2)CC1)\c1ccccc1
4677;CN(CCC1CCCCCC1)Cc1c[nH]c2c(OC(=O)N(C)N(C)C)cccc12
4678;CC[N+](CC)(CCCCCn1c(=O)cc(C)n(CCCCCn2c(C)cc(=O)n(C)c2=O)c1=O)Cc1ccccc1C(F)(F)F
4679;O=C1/C(=C/c2ccc(OCCN3CCCCC3)cc2)Oc2ccccc21
4680;COc1cccc(C2C([N+](=O)[O-])C(Cc3c[nH]cn3)NC23c2ccccc2-c2nc4ccccc4nc23)c1
4681;c1ccc2c(c1)Cc1c-2nc2ccccc2c1NCCCCCCCNc1c2c(nc3ccccc13)-c1ccccc1C2
4682;ON=C(O)c1ccc(Nc2c3ccccc3nc3ccc(Br)cc23)cc1
4683;C#CCN(CC#C)C(=O)Oc1cccc2c(CN(C)CCC3CCCCCC3)c[nH]c12
4684;CC(=O)n1c2c(c3ccccc31)Oc1[nH]c(C)nc(=O)c1C2c1ccc(C)cc1
4685;CC1=CC2Cc3nc4cc(Cl)ccc4c(NCCCCCCNC(=O)C(N)Cc4c[nH]c5ccccc45)c3C(C1)C2
4686;COc1cccc2c1C(=O)C(=CC1CCN(Cc3ccccc3)CC1)C2
4687;O=C1C(=CC2CCN(Cc3ccccc3)CC2)Cc2cc3c(cc21)OCO3
4688;C[N+](C)(CC#CCOC1=NOCC1)CCCCCCCNc1c2c(nc3ccccc13)CCCC2
4689;CCN(CC)CCOc1ccc(/C=C2\COc3ccccc3C2=O)cc1
4690;CN1Cc2c(c(O)n(-c3ccc(Br)cc3)c2O)C12C(=O)c1ccccc1C2=O
4691;CCO[P@](=O)(SCC)c1ccccc1
4692;COc1cc(-c2cc3c(c(=O)o2)C[C@]2(O)[C@@]4(C)C(=O)C=CC(C)(C)[C@]4(O)CC[C@@]2(C)O3)cc(OC)c1O
4693;CC(C)=CCNCC(=O)Nc1ccc2nc3n(c(=O)c2c1)CCC3
4694;CC(CC(=O)C[C@@H](C)[C@H]1C[C@H](O)[C@@]2(C)C3=C(C(=O)C[C@]12C)[C@@]1(C)CCC(=O)C(C)(C)[C@@H]1CC3)C(=O)O
4695;CCOC(=O)C1C(C)=Nc2nc3c(c(N)c2C1c1ccccc1)CCCC3
4696;O=C(Nc1cc(-c2cn(CCNc3c4c(nc5ccccc35)CCCC4)nn2)ccn1)Nc1cccc2c1[C@H]1CCCCN1C2=O
4697;C#CCN(C)Cc1cc2cc(OCCCN3CCCCC3)ccc2n1C
4698;C[N+](C)(C)CCCCCCCCCC[N+](C)(C)C
4699;CC[C@H]1C[C@@H]2C[C@H]3c4[nH]c5cc([C@@H]6C[C@H]7C(C(=O)OC)[C@@H](Cc8c6[nH]c6ccccc86)N(C)C[C@H]7CC)ccc5c4CCN(C2)[C@@H]13
4700;COc1cccc2c1C=[N+](c1ccc(C(F)(F)F)cc1)CC2
4701;COc1cccc2c1C=[N+](c1ccc(C)cc1)CC2
4702;C[n+]1cc2c3c(ccc2c2ccc4cc5c(cc4c21)OCO5)OCO3
4703;O=C(C=Cc1ccc(O)cc1O)NCCC1CCN(Cc2ccccc2)CC1
4704;CC[N+](CC)(CCCCCn1c(=O)cc(C)n(CCCCCn2c(C)cc(=O)n(C)c2=O)c1=O)Cc1ccccc1[N+](=O)[O-]
4705;COc1ccccc1/C=C1\CN(C(=O)C[C@H]2C[C@H]3CCCN3[C@]23C(=O)Nc2ccccc23)C[C@@]2(C[C@H]3CCCN3[C@@]23C(=O)Nc2ccccc23)C1=O
4706;COc1ccc2c(c1)c(CC(=O)NCCCNCCCNC1=CC(=O)C(NCCCNCCCNC(=O)Cc3c(C)n(C(=O)c4ccc(Cl)cc4)c4ccc(OC)cc34)=CC1=O)c(C)n2C(=O)c1ccc(Cl)cc1
4707;C[C@H](CCC=C(CO)CO)[C@H]1CC[C@@]2(C)C3=CC[C@H]4C(C)(C)C(=O)CC[C@]4(C)C3=CC[C@]12C
4708;O=C(C[C@H]1C[C@H]2CCCN2[C@]12C(=O)Nc1ccccc12)N1C/C(=C\c2ccccc2Cl)C(=O)[C@]2(C[C@H]3CCCN3[C@@]23C(=O)Nc2ccccc23)C1
4709;Cc1cc(C)c(S(=O)(=O)Nc2ccc(C3C4=C(CC(C)(C)CC4=O)N(c4ccc(Br)cc4)C4=C3C(=O)CC(C)(C)C4)cc2)c(C)c1
4710;ON=Cc1cc(Cl)cc(CN2CCN(c3ccc(O)cc3)CC2)c1O
4711;c1ccc2nc3ccccc3cc2c1
4712;C[N+](C)(C)CCO
4713;O=C(CCC1CCN(Cc2cccc(Cl)c2)CC1)c1ccc2c(c1)CCN2
4714;COc1cc([C@@H]2CC(=O)c3c(cc(O)c(C/C=C(\C)CCC=C(C)C)c3O)O2)ccc1O
4715;COc1ccc([C@@H]2CC(=O)c3c(O)cc(O)cc3O2)cc1O
4716;CN(C)C(=O)Oc1cccc([N+](C)(C)C)c1
4717;O=c1cc(-c2ccc(CN3CCCCC3)cc2)oc2ccccc12
4718;CN(CCCCCCCN1C(=O)c2ccccc2C1=O)Cc1ccccc1F
4719;CN(CCCCCCCN1C(=O)c2ccccc2C1=O)Cc1cccc(Cl)c1
4720;COc1ccc2c(c1)C[C@@H]1c3c(cc4c(c3-2)OCO4)CCN1C
4721;O=[N+]([O-])c1ccc(N2CCN(Cc3cc(Cl)cc(C=NO)c3O)CC2)cc1
4722;Cc1cc(C=NO)c(O)c(CN2CCN(c3ccc(O)cc3)CC2)c1
4723;N#Cc1cc(-c2ccccc2)nnc1NCCN1CCOCC1
4724;CCOC(=O)CCC(NC(=O)OCc1ccccc1)C(=O)NCCC1CCN(Cc2ccccc2)CC1
4725;Cc1c(C)c2c(c(C)c1O)CCC(C)(C(=O)NCCCCCCCCCCNc1c3c(nc4ccccc14)CCCC3)O2
4726;COc1cccc2cc(C(=O)NCCCCCCCNc3c4c(nc5ccccc35)CCC4)oc12
4727;c1ccc2oc(CN(CCCCCCNc3c4c(nc5ccccc35)CCC4)Cc3cc4ccccc4o3)cc2c1
4728;CO[C@H]1C[C@H]2C(=C[C@@H]1OC(=O)c1cc([N+](=O)[O-])ccc1Cl)[C@H]1CN2Cc2cc3c(cc21)OCO3
4729;O=C(O[C@H]1CN2Cc3cc4c(cc3[C@]13C=C[C@@H](O)C[C@H]23)OCO4)c1ccccc1Cl
4730;O=C(O[C@@H]1C=C[C@]23CCN(Cc4cc5c(cc42)OCO5)[C@H]3C1)c1ccccc1[N+](=O)[O-]
4731;CC1=CC2Cc3nc4cc(Cl)ccc4c(NCCCCCCCCC(=O)N4CCNC(=O)C4)c3C(C1)C2
4732;c1ccc2c(c1)[nH]c1ccncc12
4733;CC(C)=CC(=O)N[C@H]1CC[C@@]2(C)[C@@H](CC[C@@H]3[C@@H]2CC[C@]2(C)C([C@H](C)N(C)C)=CC[C@@H]32)[C@H]1O
4734;C[C@@H]([C@H]1CC=C2[C@@H]3CCC4=C[C@@H](N(C)C)CC[C@]4(C)[C@H]3CC[C@@]21C)N(C)C
4735;O=c1ccc2cc(/N=C/c3ccc(Cl)cc3)ccc2o1
4736;COc1ccc(C2SCC(=O)N2c2ccc3oc(=O)ccc3c2)cc1
4737;O=c1c2ccccc2[se]n1CCCCCCNc1c2c(nc3ccccc13)CCCC2
4738;CCOc1ccc(Cc2nc3cc(C(=O)N(CC)CC)ccc3n2CCNc2c3c(nc4ccccc24)CCCC3)cc1
4739;COc1cc(C2c3ccc4ccccc4c3Oc3nc4c(c(N)c32)CCCC4)cc(OC)c1OC
4740;CN(C)C(=O)C1C[C@@H]1c1ccc(-c2ncn(C)c2Sc2ccc(Cl)cn2)cc1
4741;CN(C)CCC[C@@]1(c2ccc(F)cc2)OCc2cc(-c3n[nH]c(-c4cccc(Cl)c4)n3)ccc21
4742;O=C(CCc1c[nH]c2ccccc12)NCCCCCCCCCCNc1c2c(nc3cc(Cl)ccc13)CCCC2
4743;Nc1c2c(nc3ccccc13)CCC2
4744;CN(Cc1ccccc1)Cc1ccc(COc2ccc3c(CO)cc(=O)oc3c2)cc1
4745;CN(C)CCOc1ccc(-c2nc3ccccc3[nH]2)cc1
4746;COc1ccc(C(=O)N2c3ccccc3Sc3ccccc32)cc1OC
4747;COc1ccc(C(=O)N2c3ccccc3[Se]c3ccc(Cl)cc32)cc1OC
4748;COc1ccc(C(=O)N2c3ccccc3[Se]c3ccccc32)cc1OC
4749;O=C(c1ccccc1)N1c2ccccc2[Se]c2ccccc21
4750;COc1ccc(-c2cc(=O)c3cc(OC)c(O)c([C@H]4CCC(=O)N4)c3o2)cc1
4751;Nc1c2c(nc3c(Cl)cc(Cl)cc13)CCCC2
4752;Nc1c2c(nc3ccc(Br)cc13)CCCC2
4753;COc1cc2cc(C(=O)C3CCC[N+](C)(Cc4ccccc4)CC3)sc2cc1OC
4754;CNC(=O)Oc1cccc2c1CCC1CCN(C)C21
4755;Nc1c2c(nc3ccccc13)CCCC2O
4756;c1ccc2c[n+](CCCCCCCCCC[n+]3ccc4ccccc4c3)ccc2c1
4757;COc1ccc(/C=N/NC(=O)CN2CCN(Cc3ccccc3)CC2)cc1
4758;CCOC(=O)C1C(C)=Nc2nc3c(c(N)c2C1c1ccncc1)CCCC3
4759;O=C(Nc1cncc(C(=O)NC2CCN(Cc3cccc(Cl)c3)CC2)c1)c1ccnc(NC(=O)C2CC2)c1
4760;CC1=CC2Cc3nc4cc(Cl)ccc4c(NCCCN(C)CCCNc4c5c(nc6ccccc46)CCCC5)c3C(C1)C2
4761;CC1=CC2Cc3nc4cc(Cl)ccc4c(NCCCCCCNc4c5c(nc6cc(Cl)ccc46)CCCC5)c3C(C1)C2
4762;CC(C)(C)c1ccc(C(=O)CCCN2CCC(OC(c3ccccc3)c3ccccc3)CC2)cc1
4763;N#Cc1c(N)nc(NCCC2CCN(Cc3ccccc3)CC2)c(C#N)c1-c1ccccc1
4764;Cc1cccc2nc3c(c(N)c12)CCC3
4765;Clc1ccc2c(NCCCCCCCNc3c4c(nc5cc(Cl)ccc35)-c3ccccc3C4)c3c(nc2c1)CCCC3
4766;O=[N+]([O-])c1ccc(N2CCN(Cc3cc(Br)cc(C=NO)c3O)CC2)cc1
4767;O=[N+]([O-])C1C(Cc2c[nH]cn2)NC2(c3ccccc3-c3nc4ccccc4nc32)C1c1ccco1
4768;CN(C)CCCN1C(=O)CSC1c1ccc(Cl)cc1Cl
4769;ON=CC1=NCCCN1Cc1ccc(Cl)cc1Cl
4770;ON=CC1=NCCCN1Cc1cc(C(F)(F)F)cc(C(F)(F)F)c1
4771;CN(C)CCCN1C(=O)CSC1c1ccc(F)cc1Cl
4772;O=C1/C(=C/c2ccccc2)CN(C(=O)C2C[C@H]3CCCN3[C@]23C(=O)Nc2cc(Cl)ccc23)C/C1=C\c1ccccc1
4773;CCOC(=O)C(=NNc1ccc(OC)cc1)C(=O)C(F)(F)F
4774;CCOC(=O)C(=NNc1ccccc1[N+](=O)[O-])C(=O)C(F)(F)F
4775;COC(=O)C(=NNc1ccccc1)C(=O)C(F)(F)F
4776;CCOP(=O)(OCC)C(NCc1cccs1)c1cn(-c2ccccc2)nc1-c1ccc(Cl)cc1
4777;O=C1Nc2ccccc2C12NN=C(Nc1cccc(Cl)c1)C2[N+](=O)[O-]
4778;Cc1ccc2nc3c(c(N)c2c1)CCC3
4779;C#CCNC1CCCc2ccc(OC(=O)N(C)CC)cc21
4780;Cc1ccc2oc(-c3ccc(OCCCCCCN4CCCCC4)cc3)cc(=O)c2c1
4781;c1cc2[nH]c3nc(NCCCCCCN4CCCC4)nnc3c2cc1N1CCCCC1
4782;COc1cc(/C=C/c2cc(=O)oc3c2ccc2oc(-c4ccc(Cl)cc4)cc23)cc(OC)c1
4783;COc1cc(/C=C/c2cc(=O)oc3c2ccc2oc(-c4ccc(C)cc4)cc23)cc(OC)c1
4784;CCN1CCN(c2ccc(-c3nc4ccccc4[nH]3)cc2)CC1
4785;Cc1ccc2c(c1)C(=O)C(=O)N2Cc1ccc(Br)cc1
4786;O=C1C2Cc3c([nH]c4ccccc34)[C@@H](c3ccc4c(c3)OCO4)N2C(=O)CN1CCC1CCN(Cc2ccccc2)CC1
4787;CC1=C[C@@H]2Cc3nc4cc(F)ccc4c(N)c3[C@H](C1)C2
4788;CC1=C[C@H]2Cc3[nH]c(=O)ccc3[C@@]3(C1)[C@@H]2[C@H](Cl)CCN3C
4789;CCc1ccc(CN2CCC(c3cc4ccccc4o3)CC2)cc1
4790;COc1ccc(C(=O)c2c(C3CCN(Cc4ccccc4)CC3)oc3ccccc23)cc1
4791;COc1cc2c(cc1OC)CC(CC1CCN(CCCNc3c4c(nc5cc(Cl)ccc35)CC3C=C(C)CC4C3)CC1)C2
4792;CCCCCCCCCCCCCCCC[n+]1ccccc1
4793;CC(C)OC(=O)C(C)(C)Oc1ccc(C(=O)c2ccc(Cl)cc2)cc1
4794;O=C(c1cccc(F)c1F)n1nc(OCCN2CCCC2)c2ccccc21
4795;COc1ccc2[nH]cc(CCNC(=O)CN(CCCC3CCN(Cc4ccccc4)CC3)C(=O)C=Cc3ccc(O)c(OC)c3)c2c1
4796;O=C(/C=C/c1ccc(OCc2ccccc2)cc1)NCCNc1c2c(nc3ccccc13)CCCC2
4797;COc1ccc2[nH]cc(CCNC(=O)CCCCCNc3c4c(nc5cc(Cl)ccc35)CCCC4)c2c1
4798;c1ccc(CCCCN2CCCc3[nH]c4ccccc4c3C2)cc1
4799;O=C(CCC1CCN(Cc2ccccc2)CC1)c1ccc2c(c1)NCCCC2
4800;O=C(Nc1ccc2c(c1)C(=O)N(CCC1CCN(Cc3ccccc3)CC1)C2=O)c1ccccc1
4801;Cc1ccc2cc3c(ccc4ccccc43)c3c2c1CC3
4802;O=C(CCCCCCNc1c2c(nc3cccc(Cl)c13)CCCC2)NCCc1c[nH]c2ccccc12
4803;NC(Cc1c[nH]c2ccccc12)C(=O)NCCCCCCNc1c2c(nc3cc(Cl)ccc13)CCCC2
4804;Clc1ccc(-n2cc(COc3ccc(/C=N/Nc4c5c(nc6ccccc46)CCCC5)cc3)nn2)cc1
4805;S=C(NCc1ccccc1)NNc1c2c(nc3ccccc13)CCCC2
4806;S=C(NNc1c2c(nc3ccccc13)CCCC2)Nc1ccccc1
4807;COc1ccc2[nH]cc(CCNC(=O)CCCCCNc3c4c(nc5ccccc35)CCCC4)c2c1
4808;COc1ccc2[nH]cc(CCNC(=O)CCCCCCCNc3c4c(nc5ccccc35)CCCC4)c2c1
4809;COc1ccc2c(c1)C/C(=C/c1ccccc1-c1ccc3nc(N)ccc3c1)C2=O
4810;Cc1cc(-c2ccccc2)nnc1NCCN1CCOCC1
4811;c1cnc2nc3c(c(NCCCCCCCNc4c5c(nc6ncccc46)CCCC5)c2c1)CCCC3
4812;C[N+](C)(CC#CCOC1=NOCC1)CCCCCCCCCC[N+](C)(C)CCCN1C(=O)c2ccccc2C1=O
4813;COc1nc(-c2ccnc(NC(=O)C3CC3)c2)sc1C(=O)NCCCCCCNc1c2c(nc3ccccc13)CCCC2
4814;O=c1c(OC2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)c(-c2ccc(O)cc2)oc2cc(O)cc(O)c12
